delivery_id,order_id,delivery_city,delivery_region,delivery_status,shipping_company,shipped_date,delivered_date
3883,3883,Agadir,Souss-Massa,delivered,Barid Logistics,18-06-2025,25/06/2025
3884,3884,,Rabat-Salé-Kénitra,DELIVERED,Tanger Delivery,Mar 14 2026,16/03/2026
3885,3885,TANGER,Tanger Tetouan,KO,Tanger Delivery,06/05/2025,11/05/2025
3886,3886,TNG,Tanger-Tétouan-Al Hoceïma,Livré,Amana Express,May 25 2025,2025-05-30
3887,3887,,Oriental,delivered,Jibli,Jul 16 2025,19-07-2025
3888,3888,Oujda,Oriental,in_transit,Amana Express,Dec 04 2025,12/09/2025
3889,3889,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,21/08/2025,23-08-2025
3890,3890,Casablanca,Casa Settat,delivered,Amana Express,12/02/2026,Feb 15 2026
3891,3891,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,22/09/2025,28/09/2025
3892,3892,Rabat,Rabat-Salé-Kénitra,delivered,Tanger Delivery,25-04-2025,04/28/2025
3893,3893,Rabat,Rabat-Salé-Kénitra,failed,Barid Logistics,Feb 07 2026,
3894,3894,CASABLANCA,,delivered,Barid Logistics,Jan 07 2026,2026-01-10
3895,3895,Fès,,delivered,Amana Express,11/08/2025,08/15/2025
3896,3896,RABAT,Rabat-Salé-Kénitra,Livré,Barid Logistics,2025-03-26,27-03-2025
3897,3897,Tanger,Tanger-Tétouan-Al Hoceima,livré,Amana Express,26/02/2025,Mar 05 2025
3898,3898,Casablanca,Casablanca-Settat,DELIVERED,Barid Logistics,05-01-2026,Jan 13 2026
3899,3899,Rabat,Rabat-Salé-Kénitra,delivered,AtlasShip,10/09/2025,11-10-2025
3900,3900,,Tanger-Tétouan-Al Hoceïma,delayed,Amana Express,Feb 08 2026,13-02-2026
3901,3901,Casablanca,Casablanca-Settat,delayed,Barid Logistics,24/11/2025,2025-11-26
3902,3902,Casablanca,CASA-SETTAT,delivered,Tanger Delivery,06/22/2025,2025-06-26
3903,3903,Casablanca,Casablanca-Settat,failed,Jibli,2025-06-08,2025-06-13
3904,3904,Casablanca,Casa Settat,delayed,Amana Express,12/03/2025,16/03/2025
3905,3905,Meknès,Fès-Meknès,failed,AtlasShip,Nov 23 2025,11/24/2025
3906,3906,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delayed,AtlasShip,2025-08-19,Aug 20 2025
3907,3907,Rabat,Rabat-Salé-Kénitra,delayed,AtlasShip,08/09/2025,16-09-2025
3908,3908,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,14/11/2025,17/11/2025
3909,3909,Casablanca,Casa Settat,delivered,Jibli,Jan 28 2026,04/02/2026
3910,3910,RABAT,Rabat-Salé-Kénitra,delayed,Amana Express,Apr 05 2026,Apr 06 2026
3911,3911,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-08-11,Aug 19 2025
3912,3912,Tnja,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,25/03/2026,01-04-2026
3913,3913,Fès,Fes Meknes,delivered,Jibli,12-01-2026,2026-01-19
3914,3914,Casablanca,Casablanca-Settat,delivered,Amana Express,06/08/2025,2025-06-13
3915,3915,Fès,Fès-Meknès,delivered,Amana Express,May 05 2026,13-05-2026
3916,3916,CASABLANCA,Casablanca-Settat,delivered,Barid Logistics,2025-08-10,2025-08-12
3917,3917,Fès,Fes Meknes,delivered,Barid Logistics,10-05-2026,May 13 2026
3918,3918,Casablanca,Casa Settat,delivered,Amana Express,05/05/2026,05/13/2026
3919,3919,Casablanca,Casa Settat,failed,Jibli,07-01-2026,
3920,3920,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-08-11,2025-08-14
3921,3921,TANGER,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-12-19,Dec 23 2025
3922,3922,Marrakech,Marrakech-Safi,delivered,Jibli,2025-06-10,Jun 13 2025
3923,3923,Marrakech,Marrakech-Safi,delivered,Amana Express,09-06-2025,12/06/2025
3924,3924,Tanger,Tanger Tetouan,delivered,Jibli,04/04/2026,12-04-2026
3925,3925,Al Hoceima,Tanger-Tétouan-Al Hoceïma,delayed,Amana Express,2026-02-20,02/24/2026
3926,3926,Marrakech,Marrakech-Safi,livré,Tanger Delivery,Feb 06 2026,2026-02-13
3927,3927,Rabat,Rabat-Salé-Kénitra,delivered,Amana Express,2025-10-13,2025-10-16
3928,3928,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,02/01/2026,08/01/2026
3929,3929,Fès,Fès-Meknès,failed,Amana Express,Jul 01 2025,Jul 04 2025
3930,3930,Casablanca,Casablanca-Settat,in_transit,AtlasShip,13/01/2025,21/01/2025
3931,3931,Tétouan,Tanger Tetouan,delivered,Jibli,22-02-2025,Feb 26 2025
3932,3932,Marrakech,Marrakech-Safi,delivered,Jibli,05/08/2025,12/08/2025
3933,3933,Casablanca,Casa Settat,delivered,AtlasShip,2025-11-09,14-11-2025
3934,3934,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,livré,Jibli,Mar 27 2025,03/04/2025
3935,3935,Agadir,Souss-Massa,delivered,Amana Express,2025-10-28,05/11/2025
3936,3936,Casablanca,Casablanca-Settat,in_transit,AtlasShip,Dec 28 2025,30/12/2025
3937,3937,,Fès-Meknès,delivered,Tanger Delivery,Oct 26 2025,Oct 30 2025
3938,3938,Fès,Fès-Meknès,delivered,Jibli,02/19/2026,23/02/2026
3939,3939,Tanger,Tanger-Tétouan-Al Hoceïma,in_transit,Amana Express,30-10-2025,31/10/2025
3940,3940,Casablanca,,delivered,Amana Express,09-06-2025,2025-06-12
3941,3941,Tétouan,Tanger Tetouan,delayed,Barid Logistics,Aug 14 2025,17/08/2025
3942,3942,Tanger,Tanger-Tétouan-Al Hoceïma,delayed,AtlasShip,2026-04-03,05/04/2026
3943,3943,Fès,Fes Meknes,delivered,Barid Logistics,15/02/2026,Feb 21 2026
3944,3944,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delayed,Jibli,03/19/2026,24-03-2026
3945,3945,Casablanca,Casablanca-Settat,delivered,Amana Express,04/20/2025,Apr 28 2025
3946,3946,Agadir,Souss-Massa,in_transit,Tanger Delivery,01/02/2025,2025-01-03
3947,3947,Casablanca,Casablanca-Settat,delivered,AtlasShip,18/04/2025,2025-04-25
3948,3948,Fès,Fès-Meknès,delivered,AtlasShip,12/01/2026,15/01/2026
3949,3949,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2026-03-25,04/01/2026
3950,3950,Fès,Fès-Meknès,delayed,AtlasShip,24-11-2025,Nov 28 2025
3951,3951,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,05-01-2026,Jan 10 2026
3952,3952,Casablanca,Casablanca-Settat,failed,Jibli,19-08-2025,
3953,3953,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,Apr 13 2025,14-04-2025
3954,3954,Rabat,Rabat-Salé-Kénitra,delivered,Barid Logistics,01/05/2025,02-05-2025
3955,3955,Agadir,Souss-Massa,delivered,Jibli,Mar 02 2025,07/03/2025
3956,3956,Rabat,RSK,delivered,AtlasShip,2025-12-16,12/20/2025
3957,3957,Agadir,Souss-Massa,delivered,AtlasShip,19/04/2025,Apr 25 2025
3958,3958,Rabat,Rabat-Salé-Kénitra,failed,Jibli,08/11/2025,17/08/2025
3959,3959,Casablanca,Casablanca-Settat,failed,Barid Logistics,May 02 2025,
3960,3960,Tangier,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,03/01/2025,03/09/2025
3961,3961,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,05/13/2026,May 17 2026
3962,3962,Rabat,Rabat-Salé-Kénitra,delivered,AtlasShip,02/05/2026,05/03/2026
3963,3963,Marrakech,Marrakech-Safi,delivered,Amana Express,2025-02-07,2025-02-09
3964,3964,Fès,Fès-Meknès,delivered,Jibli,18-09-2025,Sep 21 2025
3965,3965,Al Hoceïma,Tanger Tetouan,delivered,AtlasShip,04/16/2025,Apr 21 2025
3966,3966,Oujda,Oriental,delivered,Amana Express,2025-05-04,2025-05-11
3967,3967,Marrakech,Marrakech-Safi,delivered,Tanger Delivery,05-12-2025,Dec 09 2025
3968,3968,Tétouan,Tanger Tetouan,delivered,Tanger Delivery,17/08/2025,2025-08-21
3969,3969,Meknès,Fès-Meknès,delivered,Jibli,26/09/2025,27-09-2025
3970,3970,Oujda,Oriental,delivered,Barid Logistics,Feb 27 2025,03/05/2025
3971,3971,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,Mar 22 2025,03/26/2025
3972,3972,Rabat,Rabat-Salé-Kénitra,Livré,AtlasShip,2026-03-16,2026-03-20
3973,3973,rabat,RSK,delivered,Tanger Delivery,29/03/2025,04/06/2025
3974,3974,Tanger,Tanger-Tétouan-Al Hoceïma,Livré,Jibli,Nov 18 2025,2025-11-26
3975,3975,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,Jun 05 2025,06/12/2025
3976,3976,Marrakech,Marrakech-Safi,delivered,Jibli,2026-02-14,2026-02-15
3977,3977,Casablanca,Casablanca-Settat,delivered,AtlasShip,Jul 03 2025,07-07-2025
3978,3978,Tanger,Tanger-Tétouan-Al Hoceïma,Livré,Jibli,30/08/2025,08/31/2025
3979,3979,Casablanca,Casablanca-Settat,delivered,AtlasShip,06-03-2026,03/14/2026
3980,3980,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2026-02-07,2026-02-10
3981,3981,Marrakech,Marrakech-Safi,delivered,AtlasShip,2026-05-10,May 18 2026
3982,3982,,Fes Meknes,delivered,Tanger Delivery,2025-10-06,10/11/2025
3983,3983,Oujda,Oriental,delivered,Jibli,02/03/2026,2026-02-08
3984,3984,Meknès,Fès-Meknès,delayed,Tanger Delivery,04-12-2025,07-12-2025
3985,3985,Tanger,Tanger Tetouan,Livré,Barid Logistics,09/29/2025,2025-10-06
3986,3986,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-08-14,08/17/2025
3987,3987,Oujda,Oriental,failed,Tanger Delivery,18/05/2026,May 24 2026
3988,3988,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,in_transit,AtlasShip,07-06-2025,11/06/2025
3989,3989,Casablanca,Casablanca-Settat,delivered,Jibli,06-01-2026,12-01-2026
3990,3990,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,04/02/2026,07-04-2026
3991,3991,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,in_transit,Barid Logistics,Apr 02 2026,2026-04-08
3992,3992,casa,Casablanca-Settat,DELIVERED,AtlasShip,Jan 07 2025,2025-01-14
3993,3993,Oujda,Oriental,failed,Jibli,05/08/2026,
3994,3994,Agadir,Souss-Massa,Livré,Barid Logistics,2025-09-20,2025-09-25
3995,3995,Tanger,,delayed,Tanger Delivery,19/04/2025,26/04/2025
3996,3996,Marrakech,Marrakech-Safi,delivered,Amana Express,01/15/2025,01/21/2025
3997,3997,Casablanca,Casablanca-Settat,DELIVERED,Tanger Delivery,2025-07-17,19-07-2025
3998,3998,Tanger,Tanger-Tétouan-Al Hoceïma,in_transit,Tanger Delivery,2025-05-12,19-05-2025
3999,3999,Meknès,Fès-Meknès,livré,Barid Logistics,Mar 17 2026,2026-03-22
4000,4000,Al Hoceïma,Tanger-Tétouan-Al Hoceima,delivered,Barid Logistics,09/22/2025,29-09-2025
4001,4001,Fès,Fès-Meknès,failed,Jibli,02-07-2025,Jul 09 2025
4002,4002,Nador,,delivered,Barid Logistics,12/20/2025,2025-12-22
4003,4003,RABAT,,failed,Tanger Delivery,15/01/2025,Jan 23 2025
4004,4004,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,Jun 03 2025,2025-06-07
4005,4005,Tanger,Tanger-Tétouan-Al Hoceïma,failed,Barid Logistics,10/06/2025,
4006,4006,Marrakech,Marrakech-Safi,livré,AtlasShip,2025-05-14,05/22/2025
4007,4007,TNG,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-06-02,10/06/2025
4008,4008,Rabat,Rabat Sale Kenitra,delivered,Tanger Delivery,25-10-2025,02-11-2025
4009,4009,Casablanca,Casablanca-Settat,failed,Amana Express,Dec 03 2025,
4010,4010,Fès,,delivered,Barid Logistics,08/16/2025,08/17/2025
4011,4011,,Rabat-Salé-Kénitra,delayed,AtlasShip,28/06/2025,06/25/2025
4012,4012,Oujda,Oriental,DELIVERED,Barid Logistics,11/29/2025,Dec 04 2025
4013,4013,Marrakech,Marrakech-Safi,delivered,AtlasShip,Oct 21 2025,24-10-2025
4014,4014,Marrakech,Marrakech-Safi,failed,Jibli,12/01/2026,13-01-2026
4015,4015,Al Hoceima,Tanger-Tétouan-Al Hoceïma,failed,Barid Logistics,08/13/2025,Aug 18 2025
4016,4016,RABAT,Rabat-Salé-Kénitra,delivered,AtlasShip,2025-08-02,Aug 08 2025
4017,4017,Tanger,TTA,delivered,Jibli,Feb 09 2026,Feb 13 2026
4018,4018,Tanger,Tanger-Tétouan-Al Hoceïma,DELIVERED,Amana Express,04/06/2026,2026-04-13
4019,4019,Casablanca,Casablanca-Settat,failed,Jibli,11/28/2025,
4020,4020,Rabat,,failed,Amana Express,Mar 19 2025,
4021,4021,Casablanca,Casablanca-Settat,delivered,Amana Express,08/05/2025,May 12 2025
4022,4022,Tanger,TTA,delivered,Tanger Delivery,23/06/2025,2025-06-25
4023,4023,tanger,Tanger-Tétouan-Al Hoceïma,failed,Tanger Delivery,2026-03-29,
4024,4024,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2026-03-18,19/03/2026
4025,4025,Marrakech,Marrakech-Safi,delivered,Tanger Delivery,10/06/2025,06/13/2025
4026,4026,Tnja,Tanger-Tétouan-Al Hoceima,delivered,Amana Express,08/04/2026,14/04/2026
4027,4027,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-09-11,13-09-2025
4028,4028,Oujda,Oriental,in_transit,Amana Express,Dec 10 2025,13/12/2025
4029,4029,Rabat,Rabat-Salé-Kénitra,delivered,AtlasShip,22-03-2026,28-03-2026
4030,4030,,TTA,DELIVERED,Tanger Delivery,10/12/2025,16-10-2025
4031,4031,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,09/04/2025,09/07/2025
4032,4032,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,05/06/2025,May 10 2025
4033,4033,Marrakech,Marrakech-Safi,delivered,Amana Express,Mar 05 2026,03/07/2026
4034,4034,Tanger,Tanger Tetouan,delivered,Amana Express,Jan 24 2026,02/01/2026
4035,4035,Casablanca,Casablanca-Settat,delivered,Barid Logistics,Jun 26 2025,27/06/2025
4036,4036,Kénitra,Rabat-Salé-Kénitra,delivered,Amana Express,18-09-2025,Sep 24 2025
4037,4037,Agadir,Souss-Massa,in_transit,Jibli,2025-04-25,Apr 26 2025
4038,4038,Meknès,Fès-Meknès,delivered,Amana Express,01/02/2026,Jan 09 2026
4039,4039,Al Hoceima,Tanger-Tétouan-Al Hoceïma,failed,AtlasShip,02-09-2025,
4040,4040,CAS,Casa Settat,Livré,Amana Express,21/06/2025,06/22/2025
4041,4041,Meknès,Fes Meknes,delivered,Tanger Delivery,04/02/2025,06-02-2025
4042,4042,Casablanca,CASA-SETTAT,delivered,Amana Express,17/02/2026,2026-02-23
4043,4043,Oujda,Oriental,DELIVERED,Barid Logistics,2025-04-10,Apr 12 2025
4044,4044,Agadir,Souss-Massa,failed,Barid Logistics,25-05-2025,
4045,4045,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,Jan 12 2026,15/01/2026
4046,4046,Oujda,Oriental,delivered,Barid Logistics,04-04-2026,2026-04-10
4047,4047,Casablanca,Casablanca-Settat,delivered,Tanger Delivery,23/02/2025,24-02-2025
4048,4048,,Fès-Meknès,delivered,Barid Logistics,2026-02-24,02-03-2026
4049,4049,Marrakech,Marrakech-Safi,delivered,Amana Express,Feb 26 2025,2025-03-06
4050,4050,Meknès,Fès-Meknès,delivered,AtlasShip,Jul 22 2025,Jul 30 2025
4051,4051,Rabat,Rabat-Salé-Kénitra,delivered,AtlasShip,02/03/2025,Mar 09 2025
4052,4052,Casablanca,Casablanca-Settat,delivered,Jibli,2026-02-18,26-02-2026
4053,4053,Oujda,Oriental,delivered,Jibli,May 30 2025,03/06/2025
4054,4054,Rabat,Rabat-Salé-Kénitra,delivered,Barid Logistics,03-09-2025,05-09-2025
4055,4055,Casablanca,CASA-SETTAT,delivered,Jibli,01-11-2025,11/07/2025
4056,4056,Casablanca,Casablanca-Settat,delivered,Jibli,Aug 22 2025,Aug 24 2025
4057,4057,Tétouan,Tanger Tetouan,delivered,Amana Express,02-09-2025,04/09/2025
4058,4058,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-03-26,04/03/2025
4059,4059,Casablanca,CASA-SETTAT,delivered,Amana Express,05/24/2025,28/05/2025
4060,4060,CAS,Casablanca-Settat,delivered,Amana Express,06/26/2025,2025-07-03
4061,4061,Rabat,RSK,in_transit,Jibli,Feb 03 2026,06/02/2026
4062,4062,Tétouan,Tanger Tetouan,failed,AtlasShip,01-08-2025,
4063,4063,Agadir,Souss-Massa,delayed,Amana Express,2025-07-17,Jul 19 2025
4064,4064,casa,Casablanca-Settat,delivered,AtlasShip,11/08/2025,18/08/2025
4065,4065,Tanger,Tanger-Tétouan-Al Hoceïma,delayed,AtlasShip,14/09/2025,Sep 18 2025
4066,4066,RABAT,Rabat-Salé-Kénitra,delayed,Jibli,01/02/2026,05-02-2026
4067,4067,Fès,Fes Meknes,failed,Amana Express,03/29/2025,04/02/2025
4068,4068,Casablanca,Casablanca-Settat,delivered,Tanger Delivery,03/01/2025,04-03-2025
4069,4069,Tangier,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2026-04-02,09-04-2026
4070,4070,Tétouan,Tanger-Tétouan-Al Hoceïma,delayed,Tanger Delivery,Dec 03 2025,08-12-2025
4071,4071,Tangier,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,Mar 23 2026,25-03-2026
4072,4072,Rabat,RSK,delivered,Amana Express,01-05-2026,05/02/2026
4073,4073,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,29-12-2025,Dec 31 2025
4074,4074,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,Feb 12 2026,2026-02-17
4075,4075,Casablanca,Casablanca-Settat,delivered,Jibli,07/01/2025,2025-01-14
4076,4076,Tétouan,Tanger Tetouan,delivered,Barid Logistics,Feb 02 2026,09/02/2026
4077,4077,Rabat,Rabat-Salé-Kénitra,delivered,Barid Logistics,2025-05-08,11/05/2025
4078,4078,Casablanca,Casablanca-Settat,delivered,Barid Logistics,07/11/2025,08-11-2025
4079,4079,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,04/12/2026,13-04-2026
4080,4080,Meknès,Fès-Meknès,delivered,Jibli,07-08-2025,Aug 08 2025
4081,4081,Tangier,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,04/05/2025,08/04/2025
4082,4082,Casablanca,Casa Settat,delivered,Amana Express,02/26/2025,06-03-2025
4083,4083,CAS,Casablanca-Settat,delivered,AtlasShip,25-08-2025,01-09-2025
4084,4084,Rabat,Rabat-Salé-Kénitra,delivered,Barid Logistics,23-06-2025,28/06/2025
4085,4085,Oujda,Oriental,delivered,Tanger Delivery,03/27/2026,2026-04-01
4086,4086,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,May 06 2026,May 08 2026
4087,4087,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,2025-04-23,29/04/2025
4088,4088,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,06/22/2025,29-06-2025
4089,4089,Casablanca,Casablanca-Settat,livré,Barid Logistics,Apr 25 2026,Apr 29 2026
4090,4090,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,15-10-2025,2025-10-23
4091,4091,Rabat,Rabat-Salé-Kénitra,delivered,Barid Logistics,Oct 11 2025,17/10/2025
4092,4092,Tanger,TTA,delivered,AtlasShip,Nov 24 2025,12/02/2025
4093,4093,Oujda,Oriental,delivered,Jibli,27-02-2025,03/07/2025
4094,4094,Casablanca,Casablanca-Settat,delivered,AtlasShip,Apr 20 2025,23-04-2025
4095,4095,Rabat,Rabat Sale Kenitra,delivered,Barid Logistics,21/01/2026,2026-01-27
4096,4096,Kénitra,Rabat-Salé-Kénitra,DELIVERED,Barid Logistics,09/11/2025,2025-09-17
4097,4097,Tetouan,TTA,KO,Jibli,2026-03-03,04/03/2026
4098,4098,Casablanca,Casablanca-Settat,delivered,Tanger Delivery,2025-04-26,2025-05-04
4099,4099,Rabat,Rabat-Salé-Kénitra,delivered,Tanger Delivery,2026-02-04,02/12/2026
4100,4100,,Casablanca-Settat,DELIVERED,Jibli,May 11 2025,May 05 2025
4101,4101,Casablanca,CASA-SETTAT,delivered,Amana Express,Mar 04 2026,03/06/2026
4102,4102,Meknès,Fès-Meknès,in_transit,Amana Express,01/22/2025,25-01-2025
4103,4103,tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,30/01/2026,02/04/2026
4104,4104,Casablanca,Casablanca-Settat,delivered,Amana Express,05/26/2025,06/02/2025
4105,4105,Meknès,Fès-Meknès,delivered,Tanger Delivery,May 16 2025,05/23/2025
4106,4106,Casablanca,CASA-SETTAT,failed,Jibli,2025-04-03,04/10/2025
4107,4107,Tangier,Tanger-Tétouan-Al Hoceïma,DELIVERED,Tanger Delivery,2026-01-15,18-01-2026
4108,4108,Rabat,Rabat-Salé-Kénitra,failed,Barid Logistics,30/12/2025,04-01-2026
4109,4109,Oujda,Oriental,failed,Tanger Delivery,03/21/2025,03/25/2025
4110,4110,Agadir,Souss-Massa,delivered,AtlasShip,06/25/2025,02-07-2025
4111,4111,Agadir,Souss-Massa,delivered,AtlasShip,Apr 02 2026,Apr 07 2026
4112,4112,Casablanca,Casablanca-Settat,delivered,Barid Logistics,23-01-2026,Jan 27 2026
4113,4113,Fès,Fès-Meknès,delayed,AtlasShip,01/07/2026,Jan 09 2026
4114,4114,Nador,Oriental,failed,Amana Express,04-12-2025,
4115,4115,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,18-10-2025,2025-10-19
4116,4116,Casablanca,Casablanca-Settat,failed,AtlasShip,2026-03-20,
4117,4117,RABAT,Rabat-Salé-Kénitra,delivered,AtlasShip,Feb 19 2025,02/23/2025
4118,4118,Kénitra,Rabat-Salé-Kénitra,delivered,Barid Logistics,01/05/2026,04-05-2026
4119,4119,Marrakech,Marrakech-Safi,delivered,Barid Logistics,2025-08-22,26/08/2025
4120,4120,,Fès-Meknès,Livré,AtlasShip,15-07-2025,2025-07-16
4121,4121,TANGER,Tanger-Tétouan-Al Hoceima,delivered,AtlasShip,2025-12-16,2025-12-20
4122,4122,tanger,Tanger-Tétouan-Al Hoceïma,failed,Amana Express,04/11/2025,
4123,4123,RABAT,Rabat-Salé-Kénitra,delivered,Tanger Delivery,09-03-2025,16-03-2025
4124,4124,TETOUAN,TTA,Livré,AtlasShip,Apr 29 2025,May 06 2025
4125,4125,Kénitra,Rabat-Salé-Kénitra,failed,Jibli,07/13/2025,
4126,4126,Casablanca,Casablanca-Settat,delivered,Amana Express,17-06-2025,Jun 21 2025
4127,4127,Nador,Oriental,delivered,Barid Logistics,May 16 2026,May 23 2026
4128,4128,Casablanca,Casablanca-Settat,delivered,Tanger Delivery,2025-06-14,2025-06-18
4129,4129,Kénitra,RSK,delivered,Tanger Delivery,2025-10-21,Oct 23 2025
4130,4130,CAS,Casablanca-Settat,DELIVERED,Barid Logistics,Jul 27 2025,Jul 30 2025
4131,4131,Casablanca,Casablanca-Settat,failed,Jibli,Feb 03 2025,
4132,4132,Meknès,Fès-Meknès,delayed,Barid Logistics,21/07/2025,23/07/2025
4133,4133,Kénitra,Rabat-Salé-Kénitra,delivered,Amana Express,Dec 24 2025,29/12/2025
4134,4134,Meknès,Fès-Meknès,failed,Tanger Delivery,28/09/2025,
4135,4135,Tangier,TTA,in_transit,Amana Express,07-07-2025,11/07/2025
4136,4136,Fès,Fès-Meknès,in_transit,Amana Express,Jun 07 2025,13-06-2025
4137,4137,casa,Casa Settat,delivered,AtlasShip,07/08/2025,Aug 13 2025
4138,4138,Fès,Fès-Meknès,delivered,Barid Logistics,2025-03-18,03/21/2025
4139,4139,Fès,Fès-Meknès,delivered,AtlasShip,11/12/2025,Nov 18 2025
4140,4140,Rabat,Rabat-Salé-Kénitra,delivered,AtlasShip,21-02-2025,02/24/2025
4141,4141,Nador,Oriental,delivered,Jibli,15/01/2025,2025-01-16
4142,4142,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,KO,Tanger Delivery,2025-06-30,07/07/2025
4143,4143,Casablanca,CASA-SETTAT,in_transit,Amana Express,2025-08-25,Aug 28 2025
4144,4144,Casablanca,Casablanca-Settat,delayed,AtlasShip,Jun 25 2025,01/07/2025
4145,4145,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,Jan 16 2026,Jan 23 2026
4146,4146,Casablanca,Casablanca-Settat,delivered,AtlasShip,08/21/2025,24-08-2025
4147,4147,Al Hoceïma,Tanger-Tétouan-Al Hoceima,delivered,Jibli,02/20/2025,2025-02-23
4148,4148,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,06/10/2025,2025-06-16
4149,4149,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-10-27,02-11-2025
4150,4150,Marrakech,Marrakech-Safi,delivered,AtlasShip,05-05-2026,10-05-2026
4151,4151,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-04-17,2025-04-22
4152,4152,Tanger,Tanger-Tétouan-Al Hoceïma,failed,Barid Logistics,07/10/2025,2025-10-12
4153,4153,Tnja,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,15/06/2025,23/06/2025
4154,4154,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,29/04/2026,30/04/2026
4155,4155,Fès,,delivered,Barid Logistics,07/26/2025,30/07/2025
4156,4156,Casablanca,Casablanca-Settat,delivered,AtlasShip,Feb 06 2026,2026-02-07
4157,4157,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,03/11/2025,11/10/2025
4158,4158,Fès,Fès-Meknès,DELIVERED,Jibli,04/15/2025,2025-04-20
4159,4159,Casablanca,Casablanca-Settat,delivered,AtlasShip,19/02/2026,2026-02-27
4160,4160,Tanger,Tanger-Tétouan-Al Hoceïma,Livré,Tanger Delivery,2025-05-13,May 18 2025
4161,4161,tanger,Tanger-Tétouan-Al Hoceima,delivered,Barid Logistics,01/25/2026,2026-01-29
4162,4162,Fès,Fès-Meknès,delivered,Jibli,09/24/2025,2025-10-01
4163,4163,tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,04-04-2025,04/10/2025
4164,4164,TANGER,Tanger Tetouan,failed,Jibli,17/01/2025,23-01-2025
4165,4165,CAS,Casablanca-Settat,delivered,AtlasShip,2026-05-01,May 09 2026
4166,4166,Agadir,Souss-Massa,delivered,Jibli,2025-06-09,11/06/2025
4167,4167,Rabat,Rabat-Salé-Kénitra,livré,Tanger Delivery,27/03/2026,2026-03-29
4168,4168,Oujda,Oriental,Livré,AtlasShip,2025-10-31,03-11-2025
4169,4169,,,delivered,Amana Express,2025-03-27,30/03/2025
